시설번호,놀이시설명,주소1,주소2,설치일자,설치장소,한글주소,위도,경도
511195,암사한솔아파트 놀이터,서울 강동구 암사동419,서울특별시 강동구 암사19길 25 (암사동),2002-01-29,주택단지,서울특별시 강동구 암사19길 25 (암사동),37.5520855,127.1406709
511215,한강포스파크아파트 놀이터,서울 강동구 암사동445,서울특별시 강동구 고덕로19길 30 (암사동),2002-09-06,주택단지,서울특별시 강동구 고덕로19길 30 (암사동),37.5563461,127.1342345
511361,한솔브리즈아파트 놀이터,서울 강동구 성내동594,서울특별시 강동구 양재대로81길 90 (성내동),2002-10-08,주택단지,서울특별시 강동구 양재대로81길 90 (성내동),37.5247962,127.1298127
510798,형인허브빌아파트 어린이놀이시설,서울 강동구 명일동354,서울특별시 강동구 상암로49길 13 (명일동),2002-11-04,주택단지,서울특별시 강동구 상암로49길 13 (명일동),37.5469265,127.1445263
511265,동원베네스트아파트 놀이터1,서울 강동구 암사동670,서울특별시 강동구 고덕로 52-11 (암사동),2002-11-23,주택단지,서울특별시 강동구 고덕로 52-11 (암사동),37.5541311,127.1311337
510738,길동희훈리치파크아파트 어린이놀이시설,서울 강동구 길동472,서울특별시 강동구 천중로44길 40 (길동),2002-12-12,주택단지,서울특별시 강동구 천중로44길 40 (길동),37.5396659,127.1394271
510760,둔촌한솔솔파크아파트 어린이놀이시설,서울 강동구 둔촌동611,서울특별시 강동구 천호대로198길 36 (둔촌동),2003-07-25,주택단지,서울특별시 강동구 천호대로198길 36 (둔촌동),37.5339106,127.1479732
38195,GS강동자이아파트 어린이놀이터1(112동 후면),,서울특별시 강동구 천호대로 1239 (길동 GS강동자이아파트),2003-11-12,주택단지,서울특별시 강동구 천호대로 1239 (길동 GS강동자이아파트),37.5374563,127.1486156
38196,GS강동자이아파트 어린이놀이터2(103동 정면),,서울특별시 강동구 천호대로 1239 (길동 GS강동자이아파트),2003-11-12,주택단지,서울특별시 강동구 천호대로 1239 (길동 GS강동자이아파트),37.5374563,127.1486156
511371,성내1차e편한세상아파트 놀이터,,서울특별시 강동구 천호대로168길 58 (성내동 성내1차이편한세상),2003-11-14,주택단지,서울특별시 강동구 천호대로168길 58 (성내동 성내1차이편한세상),37.5331216,127.1312842
511307,효정하나플러스아파트 놀이터,서울 강동구 암사동672,서울특별시 강동구 구천면로47길 69-18 (암사동),2003-12-31,주택단지,서울특별시 강동구 구천면로47길 69-18 (암사동),37.5515949,127.1343155
511213,이루니키즈어린이집놀이터(실내),,서울특별시 강동구 명일로 230-15 (길동),2004-02-18,어린이집,서울특별시 강동구 명일로 230-15 (길동),37.5392603,127.1475006
513921,파랑새어린이공원,서울 강동구 명일동258번지,,2004-05-31,도시공원,서울 강동구 명일동258번지,37.547979,127.150907
549564,현대홈타운아파트 109동 앞 놀이터,,서울특별시 강동구 고덕로27길 36 (암사동 강동현대홈타운아파트),2004-06-14,주택단지,서울특별시 강동구 고덕로27길 36 (암사동 강동현대홈타운아파트),37.5565991,127.1382996
514031,화랑어린이공원,서울 강동구 천호동431-2,,2004-06-30,도시공원,서울 강동구 천호동431-2,37.5400334,127.1232597
514077,솔말소근린공원,서울 강동구 암사동400-1,,2004-06-30,도시공원,서울 강동구 암사동400-1,37.5564786,127.1391626
527769,선사어린이공원,서울 강동구 암사동440,,2004-06-30,도시공원,서울 강동구 암사동440,37.5559148,127.1306941
511378,성내3차e편한세상아파트 놀이터1,서울 강동구 성내동600,서울특별시 강동구 천호대로162길 35 (성내동),2004-09-24,주택단지,서울특별시 강동구 천호대로162길 35 (성내동),37.535723,127.1284347
511379,성내3차e편한세상아파트 놀이터2,서울 강동구 성내동600,서울특별시 강동구 천호대로162길 35 (성내동),2004-09-24,주택단지,서울특별시 강동구 천호대로162길 35 (성내동),37.535723,127.1284347
511391,신일유토빌아파트 놀이터,서울 강동구 성내동603,서울특별시 강동구 양재대로81길 16 (성내동),2004-11-11,주택단지,서울특별시 강동구 양재대로81길 16 (성내동),37.5234293,127.1332278
510718,길동예전이룸 1차 아파트 어린이놀이시설,서울 강동구 길동242-6,서울특별시 강동구 양재대로110길 28 (길동),2004-12-08,주택단지,서울특별시 강동구 양재대로110길 28 (길동),37.5351309,127.1408422
510727,길동예전이룸2차 아파트 어린이놀이시설,서울 강동구 길동337-19,서울특별시 강동구 양재대로122가길 14 (길동),2004-12-08,주택단지,서울특별시 강동구 양재대로122가길 14 (길동),37.5426457,127.1427788
511186,신광어린이집 놀이터,서울 강동구 암사동495-56,서울특별시 강동구 올림픽로98가길 12-18 (암사동),2005-01-30,어린이집,서울특별시 강동구 올림픽로98가길 12-18 (암사동),37.5496256,127.1309507
514036,광진어린이공원,서울 강동구 천호동338-19번지,서울특별시 강동구 구천면로13길 21 (천호동),2005-06-30,도시공원,서울특별시 강동구 구천면로13길 21 (천호동),37.5429764,127.122538
514048,당말어린이공원,서울 강동구 천호동167-195,서울특별시 강동구 진황도로29길 34 (천호동),2005-06-30,도시공원,서울특별시 강동구 진황도로29길 34 (천호동),37.5391293,127.1332849
31063,브라운스톤암사아파트 102동 앞 놀이터,,서울특별시 강동구 올림픽로92길 61 (천호동 브라운스톤암사아파트),2005-10-27,주택단지,서울특별시 강동구 올림픽로92길 61 (천호동 브라운스톤암사아파트),37.5487943,127.1288803
511093,천호e편한세상아파트 놀이터,,서울특별시 강동구 올림픽로81길 15 (천호동 천호 e-편한세상),2005-10-28,주택단지,서울특별시 강동구 올림픽로81길 15 (천호동 천호 e-편한세상),37.5445968,127.1244453
511199,암사e편한세상 아파트,서울 강동구 암사동422-26,서울특별시 강동구 구천면로 365-13 (암사동),2005-10-28,주택단지,서울특별시 강동구 구천면로 365-13 (암사동),37.5512997,127.1388354
539375,강동이루미아파트 놀이터,서울 강동구 천호동46번지,서울특별시 강동구 양재대로123길 30 (천호동),2005-12-27,주택단지,서울특별시 강동구 양재대로123길 30 (천호동),37.5439232,127.1407286
502822,힐스테이트,서울 송파구 풍납동511번지 힐스테이트,서울특별시 송파구 풍성로26길 31 힐스테이트 (풍납동),2006-02-24,주택단지,서울특별시 송파구 풍성로26길 31 힐스테이트 (풍납동),37.5311702,127.1185631
24881,태양근린공원 놀이터,서울 송파구 풍납동 389-2,,2006-04-20,도시공원,서울 송파구 풍납동 389-2,37.5254578,127.115376
522310,키즈정글인(2001아울렛천호점 4층),서울 강동구 천호동563,서울특별시 강동구 구천면로 189 (천호동),2006-05-26,대규모점포,서울특별시 강동구 구천면로 189 (천호동),37.541349,127.125782
531108,송파해모로아파트놀이터,서울 송파구 풍납동512,서울특별시 송파구 풍성로26길 47 (풍납동),2006-06-29,주택단지,서울특별시 송파구 풍성로26길 47 (풍납동),37.529855,127.1172518
514040,고분다리어린이공원,서울 강동구 천호동300번지,서울특별시 강동구 구천면로39길 23 (천호동),2006-06-30,도시공원,서울특별시 강동구 구천면로39길 23 (천호동),37.5454112,127.1318558
514051,안말어린이공원,서울 강동구 성내동512번지,서울특별시 강동구 풍성로45길 11 (성내동),2006-06-30,도시공원,서울특별시 강동구 풍성로45길 11 (성내동),37.5312629,127.1299019
510722,광남캐스빌아파트 어린이놀이시설,서울 강동구 길동247,서울특별시 강동구 진황도로 123 (길동),2006-10-08,주택단지,서울특별시 강동구 진황도로 123 (길동),37.5347954,127.1399922
509399,서울대명초등학교 놀이시설,,서울특별시 강동구 상암로 271 (명일동)서울대명초등학교,2006-12-15,학교,서울특별시 강동구 상암로 271 (명일동)서울대명초등학교,37.5471992,127.15278
511117,강변그대가리버뷰아파트 102동뒤 놀이터,서울 강동구 천호동569,서울특별시 강동구 올림픽로89길 57 (천호동),2007-02-16,주택단지,서울특별시 강동구 올림픽로89길 57 (천호동),37.547817,127.12321
514103,강변그대가리버뷰아파트 104동옆 놀이터,서울 강동구 천호동569,서울특별시 강동구 올림픽로89길 57 (천호동),2007-02-16,주택단지,서울특별시 강동구 올림픽로89길 57 (천호동),37.547817,127.12321
24875,풍납근린공원 놀이터,서울 송파구 풍납동 74,,2007-04-28,도시공원,서울 송파구 풍납동 74,37.5381795,127.1217579
512975,고덕유치원 놀이터,,서울특별시 강동구 구천면로 645 (상일동)고덕유치원,2007-05-01,유치원,서울특별시 강동구 구천면로 645 (상일동)고덕유치원,37.5510465,127.1693469
513918,방아다리어린이공원,서울 강동구 명일동236번지,서울특별시 강동구 동남로65길 46-8 (명일동),2007-06-30,도시공원,서울특별시 강동구 동남로65길 46-8 (명일동),37.5481678,127.1536887
514045,나루어린이공원,서울 강동구 천호동569-1,,2007-06-30,도시공원,서울 강동구 천호동569-1,37.5470718,127.1236644
514053,선린어린이공원,서울 강동구 성내동424번지,서울특별시 강동구 양재대로91길 59 (성내동),2007-06-30,도시공원,서울특별시 강동구 양재대로91길 59 (성내동),37.5285264,127.1327302
514079,암사근린공원,서울 강동구 암사동414-20,,2007-06-30,도시공원,서울 강동구 암사동414-20,37.5564237,127.1417339
511179,프라이어팰리스아파트 자연친화 놀이터 101동,서울 강동구 암사동413,서울특별시 강동구 고덕로 130 (암사동),2007-07-09,주택단지,서울특별시 강동구 고덕로 130 (암사동),37.5535846,127.1397974
511180,프라이어팰리스아파트 창의놀이터 113동,서울 강동구 암사동413,서울특별시 강동구 고덕로 130 (암사동),2007-07-09,주택단지,서울특별시 강동구 고덕로 130 (암사동),37.5535846,127.1397974
511181,프라이어팰리스아파트 과학놀이터 105동,서울 강동구 암사동413,서울특별시 강동구 고덕로 130 (암사동),2007-07-09,주택단지,서울특별시 강동구 고덕로 130 (암사동),37.5535846,127.1397974
511182,프라이어팰리스아파트 모험놀이터 119동,서울 강동구 암사동413,서울특별시 강동구 고덕로 130 (암사동),2007-07-09,주택단지,서울특별시 강동구 고덕로 130 (암사동),37.5535846,127.1397974
513929,암사어린이공원,서울 강동구 암사동산59-2번지,서울특별시 강동구 고덕로28길 36 (암사동),2007-09-30,도시공원,서울특별시 강동구 고덕로28길 36 (암사동),37.5527079,127.1379968
513894,까치어린이공원,서울 강동구 상일동177,,2007-11-30,도시공원,서울 강동구 상일동177,37.5477569,127.1621123
509298,서울신명초등학교 놀이시설,,서울특별시 강동구 명일로24길 33 (길동)서울신명초등학교,2008-01-25,학교,서울특별시 강동구 명일로24길 33 (길동)서울신명초등학교,37.5409667,127.149968
542674,동화나라유치원,,서울특별시 송파구 강동대로3길 23 (풍납동)동화나라유치원,2008-06-13,유치원,서울특별시 송파구 강동대로3길 23 (풍납동)동화나라유치원,37.5288214,127.1154446
527749,체육진흥공단어린이집(실외),,서울특별시 송파구 올림픽로 424 (방이동)올림픽공원내 올림픽수영장건물,2008-06-16,어린이집,서울특별시 송파구 올림픽로 424 (방이동)올림픽공원내 올림픽수영장건물,37.520934,127.122959
24428,고명어린이공원,서울 강동구 명일동312-30,,2008-07-01,도시공원,서울 강동구 명일동312-30,37.5525235,127.1433725
115,볕우물어린이공원,서울 강동구 암사동453-8,서울특별시 강동구 고덕로24길 23 (암사동),2008-08-06,도시공원,서울특별시 강동구 고덕로24길 23 (암사동),37.5536407,127.1357334
136,성내하니근린공원,,서울특별시 강동구 성내로3가길 71 (성내동)성내하니근린공원,2008-08-28,도시공원,서울특별시 강동구 성내로3가길 71 (성내동)성내하니근린공원,37.5294525,127.1265413
137,동자근린공원,서울 강동구 고덕동648,,2008-08-28,도시공원,서울 강동구 고덕동648,37.5597353,127.1524634
25449,둔촌청구아파트 101동 놀이터,,서울특별시 강동구 풍성로 196 (성내동 둔촌역청구아파트),2008-09-08,주택단지,서울특별시 강동구 풍성로 196 (성내동 둔촌역청구아파트),37.5297446,127.1329216
26295,롯데캐슬아파트109동 앞 놀이터,서울 강동구 암사동 414-2,서울특별시 강동구 고덕로 131 (암사동),2008-10-16,주택단지,서울특별시 강동구 고덕로 131 (암사동),37.556496,127.1408189
26296,롯데캐슬아파트115동 앞 놀이터,서울 강동구 암사동 414-2,서울특별시 강동구 고덕로 131 (암사동),2008-10-16,주택단지,서울특별시 강동구 고덕로 131 (암사동),37.556496,127.1408189
